Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido,Diff_Pedido_Liberado
883796,Acesso Livre,PR,GOIOERE,75887471000162,SANTA CASA DE MISERICORDIA MARIA ANTONIETA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-20 00:00:00,2021-01-13 00:00:00,1,100000.0,69564.09,69564.09,305.49,0.0,30435.910000000003
883799,Acesso Livre,PR,PARANAVAI,79724423000104,SANTA CASA DE PARANAVAI,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-30 00:00:00,2020-12-31 00:00:00,1,200000.0,177837.0,167077.0,10854.58,0.0,22163.0
883802,Acesso Livre,PR,CAMPINA GRANDE DO SUL,07088017000191,SOCIEDADE HOSPITALAR ANGELINA CARON,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-09 00:00:00,2020-12-31 00:00:00,1,249998.0,0.0,0.0,0.0,0.0,249998.0
883804,Acesso Livre,PR,CAMPINA GRANDE DO SUL,07088017000191,SOCIEDADE HOSPITALAR ANGELINA CARON,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-09 00:00:00,2021-03-26 00:00:00,1,300000.0,290000.0,289996.39,252.59,0.0,10000.0
883807,Acesso Livre,PR,CAMPINA GRANDE DO SUL,07088017000191,SOCIEDADE HOSPITALAR ANGELINA CARON,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-09 00:00:00,2021-03-25 00:00:00,1,300000.0,290000.0,289999.96,255.48,0.0,10000.0
883813,Acesso Livre,PR,CASCAVEL,81270548000153,UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Organização da Sociedade Civil,2019-09-18 00:00:00,2020-12-31 00:00:00,1,200000.0,0.0,0.0,0.0,0.0,200000.0
883819,Acesso Livre,PR,LONDRINA,78640489000153,UNIVERSIDADE ESTADUAL DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Estadual ou do Distrito Federal,2019-12-16 00:00:00,2020-12-31 00:00:00,1,356245.0,0.0,0.0,0.0,0.0,356245.0
883821,Acesso Livre,PR,LONDRINA,78640489000153,UNIVERSIDADE ESTADUAL DE LONDRINA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Estadual ou do Distrito Federal,2019-12-16 00:00:00,2020-12-31 00:00:00,1,613000.0,421681.15,0.0,416718.09,0.0,191318.84999999998
883823,Acesso Livre,PR,MARINGA,79151312000156,UNIVERSIDADE ESTADUAL DE MARINGA,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Em execução,MINISTERIO DA SAUDE,Administração Pública Estadual ou do Distrito Federal,2019-12-16 00:00:00,2020-12-31 00:00:00,1,300000.0,29800.0,0.0,29803.22,0.0,270200.0
883835,Acesso Livre,PR,ARAPONGAS,76958966000106,MUNICIPIO DE ARAPONGAS,CONTRATO DE REPASSE,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-28 00:00:00,2022-11-28 00:00:00,1,1213713.03,0.0,0.0,0.0,0.0,1213713.03
883836,Acesso Livre,PR,PEABIRU,75370148000117,MUNICIPIO DE PEABIRU,CONTRATO DE REPASSE,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - CONSTRUÇÃO DE UNIDADE DE ACOLHIMENTO,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-10-31 00:00:00,2022-10-31 00:00:00,1,810000.0,0.0,0.0,0.0,0.0,810000.0
883851,Acesso Livre,PR,NOVA PRATA DO IGUACU,78103884000105,MUNICIPIO DE NOVA PRATA DO IGUACU,CONTRATO DE REPASSE,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - AMPLIAÇÃO DE CENTRO  DE CONVIVENCIA,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-22 00:00:00,2022-11-22 00:00:00,1,252500.0,0.0,0.0,0.0,0.0,252500.0
883871,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202000.0,0.0,0.0,0.0,0.0,202000.0
883872,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202000.0,0.0,0.0,0.0,0.0,202000.0
883873,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,252500.0,0.0,0.0,0.0,0.0,252500.0
883874,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202000.0,0.0,0.0,0.0,0.0,202000.0
883875,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,303000.0,0.0,0.0,0.0,0.0,303000.0
883876,Acesso Livre,PR,CURITIBA,76417005000186,MUNICIPIO DE CURITIBA,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) – AQUISIÇÃO DE BENS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,202000.0,0.0,0.0,0.0,0.0,202000.0
883877,Acesso Livre,PR,PARANAVAI,76977768000181,MUNICIPIO DE PARANAVAI,CONVENIO,NÃO,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL (SUAS) - AQUISIÇÃO DE BENS,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-27 00:00:00,2021-04-27 00:00:00,1,103000.0,0.0,0.0,0.0,0.0,103000.0
884054,Acesso Livre,PR,LONDRINA,75771477000170,MUNICIPIO DE LONDRINA,CONVENIO,NÃO,"Implantar uma unidade do Programa Espaço 4.0 na sede do município de Londrina – PR, para atender à jovens de 15 a 29 anos.",Em execução,"MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",Administração Pública Municipal,2019-12-23 00:00:00,2021-12-23 00:00:00,1,302969.23,3030.3,0.0,3035.39,0.0,299938.93
884064,Acesso Livre,PR,CAFELANDIA,78121878000172,MUNICIPIO DE CAFELANDIA,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-13 00:00:00,2022-12-13 00:00:00,1,446750.0,0.0,0.0,0.0,0.0,446750.0
884069,Acesso Livre,PR,TERRA RICA,76978881000181,MUNICIPIO DE TERRA RICA,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – AMPLIACAO DE CENTRO PUBLICO DE CONVIVENCIA - CC,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-12-30 00:00:00,2022-12-30 00:00:00,1,267625.0,0.0,0.0,0.0,0.0,267625.0
884071,Acesso Livre,PR,GUAIRACA,76238443000187,MUNICIPIO DE GUAIRACA,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – CONSTRUÇÃO DO CENTRO DE CONVIVÊNCIA.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,306500.0,0.0,0.0,0.0,0.0,306500.0
884073,Acesso Livre,PR,CAMBE,75732057000184,MUNICIPIO DE CAMBE,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – CONSTRUÇÃO DO CREAS.,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,386000.0,0.0,0.0,0.0,0.0,386000.0
884074,Acesso Livre,PR,UBIRATA,76950096000110,MUNICIPIO DE UBIRATA,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – CONSTRUÇÃO DE CREAS,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-25 00:00:00,2022-11-30 00:00:00,1,439750.0,0.0,0.0,0.0,0.0,439750.0
884086,Acesso Livre,PR,PITANGA,76172907000108,MUNICIPIO DE PITANGA,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA ÚNICO DE ASSISTENCIA SOCIAL (SUAS) – CONSTRUCAO DE CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL - CREAS,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,2019-11-22 00:00:00,2022-11-30 00:00:00,1,434250.0,0.0,0.0,0.0,0.0,434250.0
884107,Acesso Livre,PR,CURITIBA,76416932000181,SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,CONVENIO,NÃO,Reaparelhamento da Divisão Estadual de Narcóticos - DENARC - visando a atividades de  Repressão ao Tráfico Ilícito de Drogas.,Em execução,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,Administração Pública Estadual ou do Distrito Federal,2019-12-16 00:00:00,2020-12-16 00:00:00,1,270371.03,5407.42,0.0,5456.19,0.0,264963.61000000004
884353,Acesso Livre,PR,SAO MIGUEL DO IGUACU,76206499000150,MUNICIPIO DE SAO MIGUEL DO IGUACU,CONVENIO,SIM,CAMINHÃO COM BAÚ ISOTÉRMICO,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,216333.33,0.0,0.0,0.0,0.0,216333.33
884354,Acesso Livre,PR,ALTAMIRA DO PARANA,78069143000147,MUNICIPIO DE ALTAMIRA DO PARANA,CONVENIO,SIM,Aquisição de Patrulha Mecanizada nova para o Município de Altamira do Paraná – PR,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,117450.0,117450.0,110000.0,7459.97,0.0,0.0
884355,Acesso Livre,PR,BOM JESUS DO SUL,01612443000104,MUNICIPIO DE BOM JESUS DO SUL,CONVENIO,SIM,AQUISIÇÃO DE RESFRIADORES DE LEITE.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,304000.0,304000.0,281200.0,22841.48,0.0,0.0
884356,Acesso Livre,PR,SANTA CRUZ DE MONTE CASTELO,75462820000102,MUNICIPIO DE SANTA CRUZ DO MONTE CASTELO,CONVENIO,SIM,AQUISIÇÃO  DE IMPLEMENTOS AGRÍCOLAS.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,189813.0,189813.0,87980.0,102089.31,0.0,0.0
884357,Acesso Livre,PR,PALMITAL,75680025000182,MUNICIPIO DE PALMITAL,CONVENIO,SIM,PATRULHA MECANIZADA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,504775.0,504225.0,422500.0,81765.15,0.0,550.0
884358,Acesso Livre,PR,DIAMANTE DO SUL,95595120000195,DIAMANTE DO SUL PREFEITURA MUNICIPAL,CONVENIO,SIM,Aquisição de Um  Trator e Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,303500.0,0.0,0.0,0.0,0.0,303500.0
884359,Acesso Livre,PR,ASSAI,76290709000130,MUNICIPIO DE ASSAI,CONVENIO,SIM,Aquisição de rolo compactador vibratório de solo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,358500.0,358500.0,301000.0,57580.91,0.0,0.0
884360,Acesso Livre,PR,CASTRO,77001311000108,MUNICIPIO DE CASTRO,CONVENIO,SIM,Aquisição de uma retroescavadeira,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,234000.0,208523.98,179000.0,29555.3,0.0,25476.01999999999
884362,Acesso Livre,PR,IBIPORA,76244961000103,MUNICIPIO DE IBIPORA,CONVENIO,SIM,"Aquisição de 01 caminhão prancha trucado com munck novo,",Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,418000.0,0.0,0.0,0.0,0.0,418000.0
884363,Acesso Livre,PR,ALTONIA,81478059000191,MUNICIPIO DE ALTONIA,CONVENIO,SIM,Aquisição de Patrulha Mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,177875.0,0.0,0.0,0.0,0.0,177875.0
884364,Acesso Livre,PR,CAMBARA,75442756000190,MUNICIPIO DE CAMBARA,CONVENIO,SIM,Aquisição de Máquinas e equipamentos agrícolas,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,640000.0,637000.0,637000.0,792.78,0.0,3000.0
884365,Acesso Livre,PR,TOMAZINA,75697094000107,MUNICIPIO DE TOMAZINA,CONVENIO,SIM,AQUISIÇÃO DE MAQUINA - Motoniveladora.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,627000.0,0.0,0.0,0.0,0.0,627000.0
884368,Acesso Livre,PR,SAO JOSE DOS PINHAIS,76105543000135,MUNICIPIO DE SAO JOSE DOS PINHAIS,CONVENIO,SIM,Aquisição de Patrulha Agrícola,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,1736500.0,1736500.0,0.0,1736622.29,0.0,0.0
884369,Acesso Livre,PR,MISSAL,78101847000150,MUNICIPIO DE MISSAL,CONVENIO,SIM,AQUISIÇÃO DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,304730.0,300000.0,229258.0,70770.32,0.0,4730.0
884370,Acesso Livre,PR,PLANALTINA DO PARANA,75461442000134,MUNICIPIO DE PLANALTINA DO PARANA,CONVENIO,SIM,Aquisição de máquinas e equipamentos agrícolas novos.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,312080.0,0.0,0.0,0.0,0.0,312080.0
884371,Acesso Livre,PR,REBOUCAS,77774859000182,MUNICIPIO DE REBOUCAS,CONVENIO,SIM,Aquisição de Máquina Agrícola e Veículo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,303130.0,303130.0,283846.0,19351.63,0.0,0.0
884372,Acesso Livre,PR,UNIAO DA VITORIA,75967760000171,MUNICIPIO DE UNIAO DA VITORIA,CONVENIO,SIM,Aquisição de Caminhão Pipa.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,303100.0,303100.0,0.0,303159.84,0.0,0.0
884373,Acesso Livre,PR,ROSARIO DO IVAI,80059264000150,MUNICIPIO DE ROSARIO DO IVAI,CONVENIO,SIM,AQUISIÇÃO DE EQUIPAMENTOS NOVOS PARA AGROINDUSTRIALIZAÇÃO.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-24 00:00:00,2021-12-24 00:00:00,1,108417.0,0.0,0.0,0.0,0.0,108417.0
884374,Acesso Livre,PR,BOM JESUS DO SUL,01612443000104,MUNICIPIO DE BOM JESUS DO SUL,CONVENIO,SIM,aquisição de RESFRIADORES DE LEITE E DISTRIBUIDORES DE FERTILIZANTES E CORRETIVOS.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,104000.0,104000.0,81199.8,22811.96,0.0,0.0
884375,Acesso Livre,PR,INDIANOPOLIS,75798355000177,MUNICIPIO DE INDIANOPOLIS,CONVENIO,SIM,Aquisição de Equipamentos Agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,220500.0,220500.0,167700.0,52806.09,0.0,0.0
884376,Acesso Livre,PR,QUEDAS DO IGUACU,76205962000149,MUNICIPIO DE QUEDAS DO IGUACU,CONVENIO,SIM,Aquisição de patrulha agrícola mecanizada.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,300350.0,300000.0,0.0,300349.03,0.0,350.0
884377,Acesso Livre,PR,MARINGA,76282656000106,MUNICIPIO DE MARINGA,CONVENIO,SIM,Aquisição de trator (Novo).,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,229000.0,0.0,0.0,0.0,0.0,229000.0
884381,Acesso Livre,PR,SARANDI,78200482000110,MUNICIPIO DE SARANDI,CONVENIO,SIM,Mecanização Agrícola.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,106450.0,0.0,0.0,0.0,0.0,106450.0
884382,Acesso Livre,PR,FLORESTOPOLIS,75845495000159,MUNICIPIO DE FLORESTOPOLIS,CONVENIO,SIM,Aquisição de Patrulha Agrícola Mecanizada Nova,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,122400.0,120000.0,14300.0,121424.17,0.0,2400.0
884383,Acesso Livre,PR,LAPA,76020452000105,MUNICIPIO DA LAPA,CONVENIO,SIM,Aquisição de trator agrícola,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,124775.0,0.0,0.0,0.0,0.0,124775.0
884385,Acesso Livre,PR,DOIS VIZINHOS,76205640000108,MUNICIPIO DE DOIS VIZINHOS,CONVENIO,SIM,AQUISIÇÃO DE CAMINHÃO BAÚ,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,151400.0,149801.0,149800.0,0.0,28.96,1599.0
884386,Acesso Livre,PR,SALTO DO LONTRA,76205707000104,MUNICIPIO DE SALTO DO LONTRA,CONVENIO,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas enviada para Análise,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,133500.0,133500.0,132600.0,0.0,911.39,0.0
884388,Acesso Livre,PR,QUERENCIA DO NORTE,76973692000116,MUNICIPIO DE QUERENCIA DO NORTE,CONVENIO,SIM,AQUISIÇÃO DE MÁQUINA AGRÍCOLA,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,120000.0,0.0,0.0,1800.19,0.0,120000.0
884390,Acesso Livre,PR,PORECATU,80542764000148,MUNICIPIO DE PORECATU,CONVENIO,SIM,Aquisição de Trator Agrícola Novo.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,145300.0,0.0,0.0,0.0,0.0,145300.0
884391,Acesso Livre,PR,RIO BONITO DO IGUACU,95587770000199,MUNICIPIO DE RIO BONITO DO IGUACU,CONVENIO,SIM,Aquisição de Máquinas e Equipamentos Agrícolas,Prestação de Contas Iniciada Por Antecipação,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,128000.0,128000.0,123910.0,4096.2,0.0,0.0
884392,Acesso Livre,PR,IVAI,76175918000133,MUNICIPIO DE IVAI,CONVENIO,SIM,Aquisição de uma Escavadeira Hidráulica.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,350000.0,0.0,0.0,0.0,0.0,350000.0
884393,Acesso Livre,PR,REBOUCAS,77774859000182,MUNICIPIO DE REBOUCAS,CONVENIO,SIM,Aquisição de equipamentos agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,124141.67,124141.67,50880.0,73516.94,0.0,0.0
884394,Acesso Livre,PR,MANGUEIRINHA,77774867000129,MUNICIPIO DE MANGUEIRINHA,CONVENIO,SIM,Aquisição de Máquina Agrícola - Trator,Prestação de Contas enviada para Análise,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-04-30 00:00:00,1,121000.0,121000.0,104998.0,0.0,16003.99,0.0
884395,Acesso Livre,PR,HONORIO SERPA,95585444000142,MUNICIPIO DE HONORIO SERPA,CONVENIO,SIM,Aquisição de máquinas agrícolas.,Em execução,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,2019-12-31 00:00:00,2021-12-31 00:00:00,1,121000.0,0.0,0.0,0.0,0.0,121000.0
884443,Acesso Livre,PR,SANTO ANTONIO DO SUDOESTE,75927582000155,MUNICIPIO DE SANTO ANTONIO DO SUDOESTE,CONTRATO DE REPASSE,SIM,Recapeamento asfáltico no prolongamento da Rua Duque de Caxias no perímetro urbano.,Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-11-29 00:00:00,2022-11-29 00:00:00,1,788128.73,161801.73,100528.73,61473.51,0.0,626327.0
884447,Acesso Livre,PR,SANTA TEREZINHA DE ITAIPU,75425314000135,MUNICIPIO DE SANTA TEREZINHA DE ITAIPU,CONTRATO DE REPASSE,SIM,"RECAPEAMENTO ASFÁLTICO, SISTEMA DE TRANSPORTE COLETIVO URBANO (ABRIGOS) E SISTEMA DE CIRCULAÇÃO NÃO MOTORIZADA (CICLOVIAS).",Em execução,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Administração Pública Municipal,2019-12-13 00:00:00,2023-12-13 00:00:00,1,1911920.0,235513.0,235513.0,42608.27,0.0,1676407.0
