Nº Convênio,Link Externo,UF,Município,CNPJ,Nome Proponente,Modalidade,Emenda,Objeto,Situação,Órgão Concedente,Natureza Jurídica,Início Vigência,Fim Vigência,Qtd Instrumentos,Vl Global,Vl Liberado,Movimentação Financeira,Saldo em Conta,Vl Devolvido
816791,Acesso Livre,PR,TOMAZINA,75697094000107,MUNICIPIO DE TOMAZINA,CONTRATO DE REPASSE,NÃO,AQUISIÇÃO DE MAQUINAS E EQUIPAMENTOS,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,18/8/2015,30/12/2016,1,"510.000,00","510.000,00","509.600,00","0,00","31.671,64"
816792,Acesso Livre,PR,GUARACI,75845537000151,MUNICIPIO DE GUARACI,CONTRATO DE REPASSE,NÃO,"-AQUISIÇÃO DE 01 ROLO COMPACTADOR, 02 TRATORES AGRÍCOLAS, 01 CARRETAS AGRÍCOLAS E 01 ROÇADEIRA.",Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,3/7/2015,3/7/2018,1,"498.450,00","498.450,00","498.450,00","0,00","10.227,60"
816793,Acesso Livre,PR,CATANDUVAS,76208842000103,MUNICIPIO DE CATANDUVAS,CONTRATO DE REPASSE,NÃO,Aquisição de Máquinas e Equipamentos Agrícolas.,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,22/9/2015,22/5/2017,1,"147.250,00","147.250,00","147.250,00","0,00","5.076,07"
816807,Acesso Livre,PR,CAPITAO LEONIDAS MARQUES,76208834000159,MUNICIPIO DE CAPITAO LEONIDAS MARQUES,CONTRATO DE REPASSE,NÃO,Aquisição Patrulha Agricola Mecanizada.,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,29/6/2015,29/10/2017,1,"146.400,00","146.400,00","146.400,00","0,00","8.190,17"
816820,Acesso Livre,PR,FAXINAL,75771295000107,MUNICIPIO DE FAXINAL,CONTRATO DE REPASSE,NÃO,Aquisição de uma Escavadeira Hidráulica nova,Prestação de Contas Aprovada,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",Administração Pública Municipal,22/7/2015,22/7/2018,1,"492.375,00","492.375,00","404.000,00","0,00","0,00"
816833,Acesso Livre,PR,ITAPEJARA D'OESTE,76995430000152,MUNICIPIO DE ITAPEJARA D'OESTE,CONTRATO DE REPASSE,NÃO,"Revitalização da Praça Vereador Antônio Ribeiro Cordeiro (Matheus), localizada na Rua Fernando Ferrari.",Convênio Anulado,MINISTERIO DO TURISMO,Administração Pública Municipal,6/8/2015,6/5/2019,1,"253.000,00","0,00","0,00","0,00","0,00"
816845,Acesso Livre,PR,PRANCHITA,78113834000109,MUNICIPIO DE PRANCHITA,CONTRATO DE REPASSE,NÃO,Reforma do Ginásio de Esportes Armindo Viecelli,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,7/7/2015,7/8/2019,1,"251.000,00","251.000,00","235.906,87","0,00","20.771,46"
816846,Acesso Livre,PR,IGUATU,95595013000167,MUNICIPIO DE IGUATU,CONTRATO DE REPASSE,NÃO,Construção de um campo de futebol suiço.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,5/11/2015,5/6/2020,1,"297.580,96","302.536,46","297.580,96","0,00","22.516,88"
816848,Acesso Livre,PR,SANTO ANTONIO DO SUDOESTE,75927582000155,MUNICIPIO DE SANTO ANTONIO DO SUDOESTE,CONTRATO DE REPASSE,NÃO,Reforma e ampliação do Ginásio Municipal de Esportes.,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,17/7/2015,17/7/2019,1,"310.000,00","0,00","0,00","0,00","0,00"
816849,Acesso Livre,PR,OURIZONA,76282672000107,MUNICIPIO DE OURIZONA,CONTRATO DE REPASSE,NÃO,Implantação e/ou modernização de Infraestrutura esportiva para pratica de futebol suiço,Prestação de Contas Aprovada,MINISTERIO DO ESPORTE,Administração Pública Municipal,28/12/2015,30/3/2019,1,"259.562,11","259.562,11","259.562,11","0,00","2.664,20"
816851,Acesso Livre,PR,AMAPORA,75475038000110,MUNICIPIO DE AMAPORA,CONTRATO DE REPASSE,NÃO,Reforma do Ginásio de Esportes Municipal,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,30/9/2015,30/11/2018,1,"255.000,00","0,00","0,00","0,00","0,00"
816853,Acesso Livre,PR,SAO CARLOS DO IVAI,75498576000120,MUNICIPIO DE SAO CARLOS DO IVAI,CONTRATO DE REPASSE,NÃO,"Implantacao e Modernizacao de Infraestrutura para Esporte Educacional, Recreativo e de Lazer",Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,2/12/2015,30/4/2019,1,"417.388,50","417.388,50","417.388,50","0,00","8.109,20"
816855,Acesso Livre,PR,ITAMBE,76282698000147,MUNICIPIO DE ITAMBE,CONTRATO DE REPASSE,NÃO,Reforma predial e modernização do Ginásio de Esportes Machadinho.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,8/12/2015,30/6/2019,1,"271.343,52","271.343,52","267.017,23","0,00","8.473,79"
816864,Acesso Livre,PR,CAFEZAL DO SUL,95640652000105,MUNICIPIO DE CAFEZAL DO SUL,CONTRATO DE REPASSE,NÃO,Revitalização do Estádio Municipal/Praça de Esportes,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,4/11/2015,30/8/2019,1,"600.600,60","600.617,24","564.136,37","0,00","70.137,12"
816866,Acesso Livre,PR,VERA CRUZ DO OESTE,78101821000101,MUNICIPIO DE VERA CRUZ DO OESTE,CONTRATO DE REPASSE,NÃO,Modernização/ Reforma da Infraestrutura Existente -  Centro Esportivo Carlos Roberto Anizelli no município.,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,3/7/2015,3/12/2019,1,"255.500,00","0,00","0,00","0,00","0,00"
816891,Acesso Livre,PR,CORBELIA,76208826000102,MUNICIPIO DE CORBELIA,CONTRATO DE REPASSE,NÃO,Construção de Um campo de futebol,Convênio Anulado,MINISTERIO DO ESPORTE,Administração Pública Municipal,7/7/2015,7/10/2018,1,"255.000,00","0,00","0,00","0,00","0,00"
816896,Acesso Livre,PR,TUPASSI,77877116000138,MUNICIPIO DE TUPASSI,CONTRATO DE REPASSE,NÃO,Construção de Campo de Futebol e Pista de Skate,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,9/7/2015,9/9/2020,1,"250.500,00","250.500,00","250.464,95","0,00","13.858,02"
816897,Acesso Livre,PR,CAFELANDIA,78121878000172,MUNICIPIO DE CAFELANDIA,CONTRATO DE REPASSE,NÃO,Adequação do Ginásio de Esporte Severino C. Pasquali.,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,9/7/2015,9/11/2018,1,"387.698,74","387.698,74","387.698,74","0,00","4.678,22"
816905,Acesso Livre,PR,MISSAL,78101847000150,MUNICIPIO DE MISSAL,CONTRATO DE REPASSE,NÃO,IMPLANTAÇÃO DE INFRAESTRUTURA ESPORTIVA,Prestação de Contas Concluída,MINISTERIO DO ESPORTE,Administração Pública Municipal,14/8/2015,14/11/2018,1,"449.587,23","449.587,23","439.273,74","0,00","16.936,00"
816981,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em MBA em Gestão Ambiental - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,30/6/2015,29/6/2018,1,"362.330,00","287.703,72","287.687,31","0,00","2.474,39"
817022,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Marketing Empresarial - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,3/8/2015,2/8/2017,1,"298.554,73","212.974,12","169.439,57","0,00","47.547,37"
817023,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA em Manejo Florestal de Precisão - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,3/8/2015,2/2/2018,1,"495.030,00","246.913,47","240.987,36","0,00","8.344,90"
817032,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA em Gestão Florestal - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,27/7/2015,26/1/2018,1,"495.030,00","345.366,58","345.113,25","0,00","3.531,38"
817051,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização de MBA em Gestão do Agronegócio - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,3/8/2015,2/8/2018,1,"577.650,00","491.077,50","445.541,35","0,00","58.586,05"
817061,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,Conjugação de esforços entre os participes visando o desenvolvimento do Programa de Extensão denominado Festival de Inverno da UFPR em Antonina.,Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,9/7/2015,8/7/2018,1,"47.607,53","48.249,53","47.549,94","0,00","754,47"
817067,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em MBA em Auditoria Integral - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/9/2015,1/9/2017,1,"207.880,00","155.577,00","141.570,85","0,00","15.123,13"
817068,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em MBA em Finanças - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas em Complementação,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,5/10/2015,4/4/2018,1,"299.331,20","244.874,77","186.273,22","0,00","64.900,60"
817070,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização MBA em Gestão de Talentos e Comportamento Humano - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,30/10/2015,29/4/2018,1,"299.190,02","234.267,48","215.597,45","0,00","22.323,74"
817101,Acesso Livre,PR,CURITIBA,75045104000111,FUNDACAO DE PESQUISAS FLORESTAIS DO PARANA,CONVENIO,NÃO,"Conjunção de esforços entre os partícipes para o APOIO TÉCNICO E OPERACIONAL PARA A REGULARIZAÇÃO AMBIENTAL DA BR-116 NOS ESTADOS DO CEARÁ, PARAÍBA, PERNAMBUCO, BAHIA, MINAS GERAIS E RIO GRANDE DO SUL, CONFORME PORTARIA INTERMINISTERIAL MMA/MT Nº 288/2013 E PORTARIA MMA Nº 289/2013 E LICENCIAMENTO AMBIENTAL DAS OBRAS DE DUPLICAÇÃO DA BR-116 NO TRECHO DE TEOFILÂNDIA A FEIRA DE SANTANA.",Prestação de Contas em Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,24/9/2015,3/9/2018,1,"14.496.785,30","5.789.413,93","5.785.276,29","0,00","7.887,94"
817113,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do projeto intitulado Apoio técnico e operacional para os estudos da pratica regulatória, vantagens competitivas e oferta e demanda de carga entre os países signatários do acordo da Hidrovia Paraguai - Paraná, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,14/8/2015,27/2/2018,1,"1.126.623,89","1.126.623,89","1.086.051,60","0,00","42.174,70"
817116,Acesso Livre,PR,CURITIBA,00975471000115,PASTORAL DA CRIANCA,CONVENIO,NÃO,PROJETO DE INTERVENÇÃO ESTRATÉGICA DA UNIÃO PARA EDUCAÇÃO EM SAÚDE DAS FAMÍLIAS POBRES NA PREVENÇÃO DA MORBIMORTALIDADE INFANTIL E MATERNA,Prestação de Contas enviada para Análise,MINISTERIO DA SAUDE,Organização da Sociedade Civil,24/7/2015,31/3/2019,1,"71.515.117,24","71.515.117,24","71.472.295,37","0,00","47.552,91"
817144,Acesso Livre,PR,CURITIBA,07234458000154,PASTORAL DA PESSOA IDOSA,CONVENIO,NÃO,"Promover junto às pessoas idosas e suas famílias, acompanhadas mensalmente pela Pastoral da Pessoa Idosa, em diversas comunidades brasileiras, de todas as regiões, o acesso a informações e esclarecimentos sobre a identificação e tipificação das violências contra a pessoa idosa, bem como sobre as formas de acesso às redes de atendimento e proteção a este público.",Prestação de Contas Concluída,"MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",Organização da Sociedade Civil,10/9/2015,5/2/2017,1,"534.361,72","518.361,72","518.361,72","0,00","5.872,79"
817146,Acesso Livre,PR,PONTA GROSSA,80257355000108,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,CONVENIO,NÃO,Fomentar o planejamento e execução da política institucional de pós-graduação.,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,30/9/2015,31/5/2021,1,"2.436.081,58","2.436.081,59","1.849.254,23","589.181,65","0,00"
817148,Acesso Livre,PR,CURITIBA,76416965000121,PARANA SECRETARIA DE ESTADO DA EDUCACAO,CONVENIO,NÃO,"Realizar as atividades relativas à execução do Censo Escolar da educação básica, da preparação do processo censitário à divulgação dos resultados, em todos os levantamentos referentes ao ano letivo de 2015, envolvendo, ainda a produção e disseminação de informações estatísticas e a realização de atividades de controle de qualidade das informações, com vistas a garantir a fidedignidade dos dados.",Prestação de Contas Aprovada,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,10/9/2015,6/5/2016,1,"247.940,93","247.940,93","70.027,25","0,00","188.693,84"
817225,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Processo Seletivo para a Universidade Positivo, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,1/10/2015,30/9/2016,1,"58.463,89","58.463,89","41.796,31","0,00","20.030,43"
817254,Acesso Livre,PR,MORRETES,76022490000199,MUNICIPIO DE MORRETES,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - AQUISICAO DE BENS,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,27/6/2018,1,"111.200,00","111.200,00","0,00","0,00","124.988,89"
817255,Acesso Livre,PR,PALMEIRA,76179829000165,MUNICIPIO DE PALMEIRA,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL –AQUISICAO DE BENS,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,27/6/2017,1,"346.816,00","346.816,00","338.382,98","0,00","15.235,17"
817256,Acesso Livre,PR,SANTO INACIO,76970375000146,MUNICIPIO DE SANTO INACIO,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – AQUISICAO DE BENS,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,23/11/2017,1,"215.983,33","215.983,33","189.900,00","0,00","35.439,19"
817266,Acesso Livre,PR,APUCARANA,75771253000168,MUNICIPIO DE APUCARANA,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - AQUISICAO DE BENS,Prestação de Contas Aprovada,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,27/6/2017,1,"108.000,00","108.000,00","108.000,00","0,00","2.700,13"
817275,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA – AMPLIACAO DE CENTRO DE CONVIVENCIA DO IDOSO,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,20/11/2015,20/5/2019,1,"310.000,00","310.000,00","296.359,09","0,00","18.257,54"
817282,Acesso Livre,PR,FRANCISCO BELTRAO,77816510000166,MUNICIPIO DE FRANCISCO BELTRAO,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA – CONSTRUCAO DE CENTRO PUBLICO DE CONVIVENCIA - CC,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,20/11/2015,20/12/2018,1,"341.162,52","375.665,63","369.962,91","0,00","11.588,57"
817288,Acesso Livre,PR,CIANORTE,76309806000128,MUNICIPIO DE CIANORTE,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - AQUISICAO DE BENS,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,27/6/2018,1,"252.000,00","252.000,00","233.290,00","0,00","42.831,92"
817299,Acesso Livre,PR,GUARAPUAVA,76178037000176,MUNICIPIO DE GUARAPUAVA,CONVENIO,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - AQUISIÇÃO DE BENS,Em execução,MINISTERIO DA CIDADANIA,Administração Pública Municipal,21/12/2015,31/12/2020,1,"164.535,00","164.535,00","84.356,50","81.204,46","0,00"
817332,Acesso Livre,PR,BELA VISTA DO PARAISO,76245067000158,MUNICIPIO DE BELA VISTA DO PARAISO,CONTRATO DE REPASSE,SIM,ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL BASICA – CONSTRUCAO DE CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - CRAS,Prestação de Contas Concluída,MINISTERIO DA CIDADANIA,Administração Pública Municipal,22/12/2015,31/12/2018,1,"338.605,53","338.605,53","338.605,53","0,00","1.991,76"
817367,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando a realização do Concurso Público do Município de Almirante Tamandaré, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,30/9/2015,30/9/2016,1,"462.010,00","462.010,00","337.140,58","0,00","141.813,09"
817522,Acesso Livre,PR,GUARAPUAVA,77902914000172,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,CONVENIO,NÃO,OBJETIVO GERAL    Fomentar o planejamento e execução da política institucional de pós-graduação.  OBJETIVOS ESPECÍFICOS  a) Fomentar as atividades acadêmicas e de pesquisa; e  b) Apoiar a formação de recursos humanos mediante a titulação de mestres e doutores e o estimulo ao estágio pós-doutoral.,Em execução,MINISTERIO DA EDUCACAO,Administração Pública Estadual ou do Distrito Federal,20/10/2015,31/5/2021,1,"1.391.682,36","1.391.251,15","907.590,96","507.038,72","0,00"
817561,Acesso Livre,PR,CURITIBA,78350188000195,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA",CONVENIO,NÃO,"Conjugação de esforços entre os participes visando o desenvolvimento do Curso de Especialização em Direito Ambiental - Turma 2015, de acordo com o Plano de Trabalho devidamente aprovado.",Prestação de Contas enviada para Análise,MINISTERIO DA EDUCACAO,Organização da Sociedade Civil,15/10/2015,14/10/2018,1,"618.960,00","579.390,62","579.390,62","0,00","11.432,55"
